"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ADCY8",-0.664168849011284,0.137473791259913,-18.4411406177517,6.34985884221556e-60,4.78131411923236e-58,125.567706010212
"CORO2B",-1.2878136334496,0.90160704058761,-18.4341403488888,6.88655979801476e-60,5.16435996560066e-58,125.486892418331
"ADPRH",-1.31243737396797,2.20570542812395,-18.3999138848245,1.02387058475818e-59,7.61627602726569e-58,125.091881400182
"TNXB",-2.11062421532292,1.31119494154678,-18.3871483593789,1.18704286365694e-59,8.7946051199772e-58,124.944600791466
"SULT1C4",-1.34086500398262,0.866793558365112,-18.3843826300101,1.22568501745204e-59,9.0445748807821e-58,124.912694965689
"PIP5K1B",-1.8604825495884,1.43187671585066,-18.3423731923773,1.99358470790982e-59,1.46524504747093e-57,124.428218955479
"C1QTNF7",-1.4074366181887,0.78286288911909,-18.3368663189114,2.12480198037197e-59,1.55548995769453e-57,124.364731674908
"NME1",1.94313039023269,3.9167804606089,18.3267505137531,2.38872661794705e-59,1.74178769359238e-57,124.248122001049
"F11",-1.38193042206117,0.503097578001257,-18.2768801910773,4.25343428511112e-59,3.08926597211535e-57,123.673485901828
"TMEM88",-1.67038350421744,1.79221171098859,-18.258193856482,5.27939569254634e-59,3.81938398965078e-57,123.458275213363
"SFXN1",1.20862775851348,2.73600465040748,18.2409044715642,6.44749658957668e-59,4.63135911264602e-57,123.259204334971
"PI16",-1.65927533020577,0.604679787502532,-18.2408444801056,6.45196927553138e-59,4.63135911264602e-57,123.258513675989
"ABI3BP",-2.17291999867657,1.83714594270132,-18.2394158006089,6.55940552378375e-59,4.69022919002956e-57,123.242066004686
"HBB",-4.56252758638781,4.42114093140074,-18.2324649409258,7.10815349510538e-59,5.06298130029745e-57,123.162049051039
"CASQ2",-1.12907564069501,0.500136938580435,-18.1900465955437,1.16042254559478e-58,8.20209774756034e-57,122.673910946782
"THBD",-2.35462304629076,3.45218802488772,-18.1818071277613,1.27628498935409e-58,8.98660514641386e-57,122.579128299973
"GIMAP6",-1.92131096830807,2.79314957284943,-18.1530993980787,1.77793366496324e-58,1.24239849436522e-56,122.248978100054
"CSRNP1",-2.08263626866601,4.06941550479172,-18.1332689048635,2.23526851732414e-58,1.55608428707909e-56,122.02100066906
"DES",-3.04391425249032,2.22824361908019,-18.1224206537655,2.53338976668177e-58,1.75699151938892e-56,121.896314002582
"CCL23",-1.92690241371014,1.31210071702477,-18.092841400913,3.56378868549919e-58,2.4623510737861e-56,121.556440245049
"ADH1B",-3.72081259037513,2.58476998721581,-18.0868295280592,3.81968209260988e-58,2.62930952404728e-56,121.487380422381
"RSPO2",-1.21957037418688,0.478952595364232,-18.0798742021064,4.1387120888317e-58,2.83832567341142e-56,121.407490646586
"KL",-1.50979945721588,0.800814618191887,-18.0787928794885,4.19064670901743e-58,2.8632981662205e-56,121.395071179288
"CNOT11",1.1289930850272,4.75379948363431,18.0621492404173,5.07727034071481e-58,3.45629089466815e-56,121.203936964055
"MAMDC2",-2.44185979940058,1.78912227796926,-18.0587727611718,5.27881900880456e-58,3.58028136303039e-56,121.165167559049
"TCEAL2",-1.63169528396668,0.687033146462678,-18.0467239779119,6.06540438012677e-58,4.09870256427028e-56,121.026837055896
"SASH1",-1.51412382462356,2.25877734852996,-18.0346704881505,6.96940225301956e-58,4.69239170670456e-56,120.888477609385
"FAM162B",-1.79407635430085,1.67458439570479,-18.0225875685077,8.0106501598715e-58,5.37383542361125e-56,120.749805601687
"TIE1",-1.68647490233174,2.33737199739534,-18.0164490704215,8.5977609317837e-58,5.74679324889658e-56,120.679365628803
"SPN",-1.97187915974776,2.12520290114459,-17.9810537728144,1.29256256928141e-57,8.60837338559691e-56,120.273328651007
"PALMD",-1.46556979207189,1.3509036884047,-17.9756254347802,1.37593746535904e-57,9.13068142479984e-56,120.211076883945
"SELP",-1.84275494767098,1.70523676216525,-17.9393974916175,2.08793801542396e-57,1.38058353077209e-55,119.795750379572
"GLIPR2",-2.12630763321489,3.650222415604,-17.9306754184334,2.30838412200534e-57,1.52089536724123e-55,119.695792907271
"KANK2",-1.48051140878955,3.66680290840136,-17.9100261256298,2.92741520346273e-57,1.91506935012342e-55,119.459199896768
"OCIAD2",1.9844934199294,5.16151422908004,17.9061210007633,3.06191409939963e-57,1.99597849136835e-55,119.41446475455
"CPED1",-1.48156210907303,1.28929992303061,-17.8904271910162,3.66760160685603e-57,2.38239135363662e-55,119.234711834174
"PLCL1",-0.81920179732009,0.693455254217326,-17.8682045885089,4.7353230887592e-57,3.06516632776946e-55,118.980255221209
"ODF3L1",-1.02412555825847,0.607566390688448,-17.8466353132604,6.06761784873647e-57,3.91382566690526e-55,118.733364387453
"RADIL",-1.0471841465372,0.573804380368088,-17.8422700863497,6.37975478683019e-57,4.10082635217573e-55,118.683408415822
"CD93",-2.12029336090363,3.84434371431814,-17.7968799722427,1.0745997898063e-56,6.88340865359258e-55,118.164165612566
"AFF3",-1.35430262033887,0.71686062182101,-17.7679117173676,1.49857839303488e-56,9.53302558438188e-55,117.832978218581
"SPRYD7",-1.02512067427209,2.4703001231445,-17.7609301787291,1.62359906330898e-56,1.02928369484275e-54,117.753182940731
"FAM136A",1.13958616052166,3.94033072105905,17.7375875823956,2.12227373957394e-56,1.3408118475226e-54,117.48645474952
"ABCG2",-1.23681116792419,1.04421562943456,-17.7332492554327,2.2305692538356e-56,1.4044212148382e-54,117.43689321456
"TBX3",-1.59582233426501,1.54289677467262,-17.7105180813026,2.89495555806986e-56,1.81653537875077e-54,117.177266833297
"PLPP2",2.12436392178606,3.39766609864495,17.6914157515467,3.60379842546324e-56,2.25365672382867e-54,116.959162078543
"HBEGF",-2.37546685171056,3.20434225044188,-17.6494229198422,5.8311915419898e-56,3.62201419416255e-54,116.479940723878
"ANGPT1",-1.75701526809569,1.39554489475485,-17.6313065952549,7.17591877820128e-56,4.44232716846501e-54,116.273300213202
"CPB2",-3.22240605281288,1.47480135342743,-17.6249093504882,7.72137104822923e-56,4.76400846480712e-54,116.200346072361
"ZNF366",-0.87519050124862,0.648912988369928,-17.6191942477496,8.24357992320939e-56,5.0692520807789e-54,116.135177644652
"DENND3",-1.4126966319682,2.11239580885131,-17.6158222478408,8.56808349262671e-56,5.25129582298929e-54,116.096730165383
"CTHRC1",3.22520245446677,4.54730590500398,17.6135195365696,8.7969834587357e-56,5.37373347174689e-54,116.070475937507
"ETV4",2.6619764300408,3.29906741595663,17.6079530835093,9.37585362500621e-56,5.70844051729751e-54,116.007014517096
"SLIT3",-2.04419596199671,1.6580682723488,-17.5991509176646,1.03698152658091e-55,6.29284052709362e-54,115.906675780401
"ST6GALNAC5",-1.76686097300015,1.458181692447,-17.5431150059849,1.96881793503001e-55,1.19084436935848e-53,115.26825223497
"SPTBN1",-1.65965391745298,4.55115635961638,-17.531190044813,2.25644876970844e-55,1.36035839554187e-53,115.132467831443
"CAV2",-2.51149415525415,3.6395067078123,-17.5214163634338,2.52320896307313e-55,1.51622667592095e-53,115.021199661903
"SYNM",-1.24171713948095,1.38106024458784,-17.5165960221736,2.66614630531539e-55,1.59691776105384e-53,114.966329462905
"HEG1",-1.99291012447523,3.14192709017688,-17.4348494388027,6.78298513960163e-55,4.0495957881997e-53,114.036495088039
"PDZD2",-1.77198597392158,1.40459320325904,-17.4254087048121,7.55473189705022e-55,4.49579658183169e-53,113.929195224908
"HSPB6",-2.4224367381058,2.26116861525402,-17.4171886190595,8.29774827558244e-55,4.92208553658987e-53,113.835783174311
"PEAK1",-1.20164720168785,1.61514130493814,-17.4122465731401,8.77913522126287e-55,5.19094508211081e-53,113.779628821446
"HSPB2",-0.80376877867114,0.657986734260178,-17.4072002362434,9.29946380850546e-55,5.48103860508974e-53,113.722294461925
"B3GNT3",3.08090938202574,3.63824074928789,17.3919429596106,1.1067492093896e-54,6.50232783911444e-53,113.548978522832
"KIAA1324L",-1.70545867760085,1.77273511322527,-17.3577456556783,1.63457647337648e-54,9.5729100891585e-53,113.16068116726
"RETN",-3.00071500677371,1.86239799111234,-17.3222476641106,2.44960398801016e-54,1.43007260667125e-52,112.75786362686
"FXYD6",-1.59030751384127,2.1129325659885,-17.320277648967,2.50520285185746e-54,1.45791741990746e-52,112.735516108552
"BCHE",-1.60176638515712,0.918587746242971,-17.3164103781397,2.61803807400487e-54,1.51879139588811e-52,112.691648729513
"SNX22",-1.13910042185603,1.11732226028369,-17.2414584200292,6.14521649248908e-54,3.53168080540307e-52,111.842052489914
"PDIA4",1.70955293454439,6.92524053532802,17.2401230990901,6.23928048160038e-54,3.5746039231231e-52,111.826926780083
"TNS1",-2.15053395153872,4.08467023507362,-17.1592273528767,1.56499975270637e-53,8.9384258321756e-52,110.911277400191
"TOP2A",2.80461814844467,3.63938838866125,17.1350545877805,2.05939974270004e-53,1.17258661892995e-51,110.637933653174
"ST6GALNAC3",-0.802256893881249,0.536849577256248,-17.124635673961,2.31799864166815e-53,1.31576735204597e-51,110.520155277587
"CD300C",-1.66814989580927,1.72808775039352,-17.1218578721067,2.39225802905769e-53,1.35375386871338e-51,110.488758076417
"SESN1",-1.39240290679062,2.32861944718059,-17.1200779481304,2.44108475330596e-53,1.37715998559597e-51,110.46864063952
"TSPAN18",-1.64352047765599,1.97510803105863,-17.0880992168647,3.50901784352324e-53,1.97360857247917e-51,110.107317981301
"DUOX1",-2.71838104877023,2.3138979569381,-17.0665310184763,4.48155533720069e-53,2.51294020853126e-51,109.86374491564
"PNPLA6",-1.33739780559991,3.48376478330532,-17.065206871536,4.54935697081023e-53,2.54322840598506e-51,109.848794345752
"COX4I2",-2.06010268341327,2.72041291153364,-17.0555190502606,5.07757546611677e-53,2.82994296673481e-51,109.739423280042
"DNASE2B",-1.23720477044035,0.560653316801911,-17.0438671063354,5.79459904914971e-53,3.21984226682873e-51,109.607904765882
"SCN7A",-2.02928036384641,1.54927370895132,-17.0355477508725,6.36759055528606e-53,3.52760692384136e-51,109.514019849988
"LAMP3",-3.16702761553138,4.55476913199124,-16.9895351841733,1.07239501689636e-52,5.92321654841436e-51,108.995031698949
"COX7A1",-1.61939906607124,2.58256400904026,-16.9578615772661,1.53487492817598e-52,8.45235005223594e-51,108.638042978524
"LMCD1",-1.37531195670278,2.19044293724429,-16.9362330980873,1.96043280363015e-52,1.07637096313598e-50,108.394397127398
"GPBAR1",-0.721936100562375,0.526987862180719,-16.9328536365816,2.03682696069868e-52,1.11499655106733e-50,108.356336579166
"FFAR4",-1.29617981775233,0.791500194356066,-16.9211769451887,2.32439303823476e-52,1.26865096950754e-50,108.224849326167
"ADARB1",-1.29858608421916,1.77842701769061,-16.8655919514828,4.35676176178892e-52,2.37090091390802e-50,107.599337611378
"STX12",-0.882681101632003,4.23985290985723,-16.8588866506417,4.69957689786856e-52,2.5499351356435e-50,107.523927452317
"RAPGEF4",-0.997696654028745,0.857354720949135,-16.8579957256366,4.74710838877597e-52,2.56817171718883e-50,107.513908550617
"CAMP",-1.55066181521512,0.737616337746381,-16.8288209139891,6.59937359590468e-52,3.5598024589839e-50,107.185920837999
"F8",-1.21195483249099,1.54546445823669,-16.8009403087965,9.03967929156817e-52,4.86192430235713e-50,106.872660797449
"GPM6B",-1.50283088552927,1.40406338565685,-16.7997394498564,9.16298697074985e-52,4.91391812896492e-50,106.859172146603
"ZNF423",-0.719090564443779,0.542150826467401,-16.7622094909285,1.39913088970112e-51,7.45987475526195e-50,106.437780788105
"IL3RA",-1.48827620611146,2.92634714407576,-16.7478493766353,1.64496920953739e-51,8.74535791860107e-50,106.276627880102
"LTBP4",-2.10211453095398,3.71836336518026,-16.7447300136856,1.70382835953268e-51,9.03224872892497e-50,106.241627779313
"WFS1",-1.59793469271107,3.90704613825345,-16.7281696144542,2.05336720307829e-51,1.08540166654408e-49,106.055852707017
"MFAP3L",-0.961767589133869,0.585365004311944,-16.7155030464868,2.36828635025254e-51,1.24828990255597e-49,105.913800999742
"DAPK2",-1.40352832251508,1.35885925583365,-16.7100788818078,2.51747738971247e-51,1.32314595115144e-49,105.852981865388
"FGFR4",-2.2853730465386,1.91260857374296,-16.7033097016939,2.71688837549393e-51,1.42389649861113e-49,105.77709103011
"LGR4",2.00570728041211,3.19250886393474,16.7028884729011,2.72980586054146e-51,1.42661355567334e-49,105.772368884472
"PRAM1",-1.48358296102996,1.35931890354602,-16.6575497200263,4.54729043584413e-51,2.36972920792239e-49,105.264341745268
"NDST1",-1.41003221474904,3.61226271165742,-16.6349792687814,5.86142934568222e-51,3.04596193152523e-49,105.011613752579
"NOTCH4",-1.35992251222369,1.85290214496152,-16.6228322609921,6.71919896867194e-51,3.48190400488933e-49,104.875649107833
"SFTPC",-7.72478846280753,5.94909639541369,-16.6156448815463,7.28461494476253e-51,3.76432987397701e-49,104.795215067869
"TRPV2",-1.7317788431758,3.09686328062382,-16.6130376270622,7.50125710380485e-51,3.86545226399419e-49,104.766040233394
"P2RY1",-1.05226463332054,1.00069963761773,-16.582174913035,1.06106049391596e-50,5.4524913626077e-49,104.420811310243
"CASKIN2",-1.35542445975244,2.93201230943406,-16.5583640269274,1.38633632670178e-50,7.10420348749846e-49,104.15461659562
"FOLR3",-1.39872194816946,0.478190838873199,-16.5358169089758,1.78558518096357e-50,9.12478543446427e-49,103.902673499857
"ART4",-0.819465833482107,0.387507059698368,-16.5151501429946,2.25154603876824e-50,1.1474177161104e-48,103.671847371297
"PCDHGB7",-0.943419845824021,0.840390999801974,-16.5147271212113,2.26225511969899e-50,1.14969924099744e-48,103.667123720695
"FGR",-1.91798310839182,2.86067576382844,-16.5073306744146,2.45793486485794e-50,1.24571380183789e-48,103.584538566472
"PRSS35",-0.814711558010858,0.396995183978594,-16.5011462693928,2.63445566554269e-50,1.33151885254607e-48,103.515496488172
"GHR",-0.825334474729145,0.488715561201087,-16.4956689207572,2.80133147244303e-50,1.41199352468932e-48,103.454355532903
"TBX4",-1.83443257211913,1.77604526783143,-16.4548258095139,4.42756740502261e-50,2.22560663454652e-48,102.998670255716
"CXCR1",-1.12444177494175,0.504435380967232,-16.4397519243756,5.24194758954401e-50,2.62781111771489e-48,102.830592634923
"GYPC",-1.59985848906914,2.80538852076694,-16.4362951595602,5.4488508873126e-50,2.7241301129849e-48,102.792056557431
"GPX3",-2.4961015965196,5.84634239722148,-16.4358342110312,5.4770497927747e-50,2.73082742100291e-48,102.786918112742
"SFXN4",1.27039114538294,3.73301239609347,16.4220923954095,6.38804808661011e-50,3.17646121568149e-48,102.633754180498
"TMEM204",-1.60454103784154,3.2650723126343,-16.4153897168941,6.88578981302028e-50,3.41475942125264e-48,102.559063848653
"TACC1",-1.74771862595631,3.21810332920015,-16.4151036798702,6.90787147625318e-50,3.41652581753133e-48,102.555876678482
"GFOD1",-1.00240482625565,0.925867168933848,-16.3905148485514,9.09586299200046e-50,4.486643863006e-48,102.281969643959
"CCT3",1.3253611259971,6.18703701642683,16.3732485792103,1.10336387302603e-49,5.42796179455576e-48,102.089720168666
"ITGA8",-1.74266655710385,1.69835248732912,-16.3593902572304,1.28829731825305e-49,6.32088003381176e-48,101.935468807453
"FAM124B",-0.763787734424462,0.602326594526928,-16.3399564466838,1.60086426901871e-49,7.83361910738918e-48,101.719238212566
"SLC5A9",-1.27111870482815,0.594151440964054,-16.3315620714609,1.75829352297466e-49,8.58121664334298e-48,101.62586676096
"ATP1A2",-0.916673429156365,0.501964946904024,-16.2856993892001,2.9344413312473e-49,1.42835286751584e-47,101.116038756696
"CDC20",2.72558818900178,3.48979608372167,16.2530781953078,4.22281292854834e-49,2.0413108461733e-47,100.753726102325
"AMOTL1",-1.57179527086681,2.34916480386989,-16.2529912077679,4.22691209474306e-49,2.0413108461733e-47,100.752760315627
"TMEM184A",1.89787053398447,2.40673173849527,16.2382233514911,4.98365463600185e-49,2.40048200326272e-47,100.5888263422
"GUCY1A2",-1.15954369346007,0.843696984494744,-16.2365484072078,5.07760211513308e-49,2.43936468281185e-47,100.570236686449
"EIF2AK1",1.02795899205782,5.39839747789677,16.230647071531,5.42291514431576e-49,2.59849191122954e-47,100.50474530648
"PAFAH1B3",1.95759822454655,4.37879006069232,16.2169624565527,6.31653606124007e-49,3.01884604294707e-47,100.352910898228
"GGCT",1.56118490011852,4.83979304933275,16.2000179019922,7.62918654089984e-49,3.63677605443205e-47,100.164971883503
"TRHDE",-0.632933700354636,0.197613865060645,-16.1953880445269,8.03300341332205e-49,3.81940327239601e-47,100.113632824037
"MS4A7",-2.0961470298005,3.09686883689282,-16.1877871782028,8.74272198548544e-49,4.14616285830939e-47,100.029360904757
"EML1",-1.17626805382025,1.29886838171224,-16.1746127371851,1.01242378354815e-48,4.78902409202466e-47,99.8833285636777
"FLI1",-1.33992620495214,1.93349841887148,-16.135762476945,1.56006980718667e-48,7.36065672710476e-47,99.4529486904832
"BCL6B",-1.3566540297144,2.04867491282334,-16.1330791292479,1.60734026942371e-48,7.56434012508381e-47,99.4232369882518
"LGI4",-0.641422237642836,0.581250299758082,-16.1256890069563,1.74504613022924e-48,8.19150407391068e-47,99.3414184470209
"GMPPA",0.964282351239026,3.40260319865219,16.1207768347589,1.843030716763e-48,8.62950016823446e-47,99.2870418556087
"ESAM",-1.98293002255066,4.02322061110669,-16.0993049393719,2.3399689184674e-48,1.09285434450346e-46,99.0494256075902
"MANF",1.35137664738583,5.1981658222742,16.0869880090235,2.68324113914011e-48,1.25001092259739e-46,98.913175170581
"PPP1R15A",-1.65285636434788,4.85208387632075,-16.0800584605383,2.8980034205145e-48,1.3466591209484e-46,98.836537364667
"LILRA5",-1.6182990269379,1.62262896585293,-16.0793302885716,2.92154410892919e-48,1.35418707843029e-46,98.8284848167741
"FLAD1",1.25972872684926,3.69574766779335,16.0760902231396,3.02862570079228e-48,1.40030293053173e-46,98.7926559526661
"ITIH5",-1.5658031634039,1.15935476304776,-16.0251395903894,5.33244583627713e-48,2.4496438034809e-46,98.2295977138801
"AFAP1L1",-1.31821946165582,1.93377599339822,-16.0250455375111,5.33801392562513e-48,2.4496438034809e-46,98.2285589537182
"ADCY4",-1.02995278420914,1.11577356827117,-16.0129283542917,6.10611888346464e-48,2.79517819260932e-46,98.094750891814
"HSPB3",-0.799763505430647,0.350805855926429,-15.9777373923358,9.02061790285371e-48,4.11911779880805e-46,97.7063604922343
