"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"TIMM9",0.687595492230481,3.92319163632221,10.0027157980222,8.17962903693048e-22,7.18218926574457e-21,38.3306147534639
"C15orf48",2.25707713353343,4.35623107079864,9.99879580629588,8.45986027751347e-22,7.4211841369267e-21,38.2972668999341
"PIK3IP1",-0.977430193441442,3.93377505027214,-9.99389011549147,8.82400868939606e-22,7.7369445010446e-21,38.2555464995936
"PRR3",0.596622203592857,2.22731765901951,9.99125852252965,9.02571590081262e-22,7.9100430849497e-21,38.2331720624152
"TTC13",0.711326012044844,2.64343792156919,9.99072447159297,9.0672049296609e-22,7.94263041511796e-21,38.2286319374393
"MID1IP1",-1.00255347338824,4.32277959607036,-9.98979786364017,9.13964008538981e-22,8.00228193143195e-21,38.220754973273
"XDH",1.44936891519639,1.59482910023259,9.98655481741116,9.39770661127539e-22,8.22433071939318e-21,38.1931903305701
"PRIM2",0.646534578404987,1.94207217152218,9.985902187781,9.45050698208087e-22,8.26661701305965e-21,38.1876439896786
"ZNF623",0.676365012330545,2.61019130957519,9.98471502809393,9.54730864717964e-22,8.34733411958152e-21,38.177555623785
"ABCB6",0.884446383797279,1.3245715713281,9.98292354639124,9.69525224569344e-22,8.47266761859558e-21,38.1623333832938
"ECM2",-0.958270847063898,1.71512155821419,-9.98263742992226,9.71908992155995e-22,8.48947778754441e-21,38.1599024260052
"RAB8B",-0.88631069206915,2.93692845630443,-9.98242674815227,9.73667994684455e-22,8.50081739987639e-21,38.1581124226635
"CNFN",1.36678339535561,1.90814110442939,9.97736238272301,1.01691435532945e-21,8.87418922758642e-21,38.1150923319441
"MCM7",1.09182293838159,4.59260778416655,9.97671767312702,1.02255472940472e-21,8.91919132295903e-21,38.1096168398307
"MSH2",0.804628775035984,3.15303405292425,9.97634083310536,1.02586595171113e-21,8.94384455442671e-21,38.1064164681113
"FAM83H",1.08204911589486,4.40104915743612,9.97592663926938,1.02951766635264e-21,8.97144161968513e-21,38.1028989613608
"CES1",-2.52265427859099,4.15953776948435,-9.97335432027282,1.05248682886764e-21,9.16726960290383e-21,38.0810560533111
"C1orf56",0.855065180211008,2.36350249554272,9.97240416355793,1.061099077652e-21,9.2379215594734e-21,38.0729887759527
"FBXO41",0.836611635603124,1.37076424553643,9.97225303901501,1.06247530389096e-21,9.24553981423602e-21,38.0717057072948
"DAB2",-1.0621495391447,3.28518235415129,-9.96884312766243,1.09400295221608e-21,9.51540144388598e-21,38.0427587123754
"FAP",1.15804893572384,1.74101332528401,9.96695473222545,1.11186031878942e-21,9.66616360086106e-21,38.0267309748102
"TPSB2",-1.9176358970761,3.10436535214265,-9.96438322740962,1.13664322242422e-21,9.87231363808004e-21,38.004908785829
"HLF",-1.49183744073961,1.79031228685692,-9.96293141164165,1.15087632418385e-21,9.99123126049115e-21,37.9925902005415
"CENPE",0.852435857555793,1.0376038146773,9.96267303611054,1.15342781683561e-21,1.00086718555895e-20,37.9903980291872
"KLHL17",0.890740038744275,1.79430894614175,9.95548691683567,1.22668443136212e-21,1.06393391583302e-20,37.9294438632688
"GAB2",-0.934776341868035,2.93671707213313,-9.95222055451298,1.26149033727403e-21,1.09360778862929e-20,37.9017481244668
"TNFRSF18",1.51836326512069,2.2817128912963,9.94870654444294,1.3000295308191e-21,1.12543147745429e-20,37.8719597032962
"SLC26A6",0.874602139387969,1.92222861564218,9.94747233340535,1.31384078334865e-21,1.13685435137035e-20,37.8614989980358
"TNFAIP8L3",-0.839708617702139,1.52922312602242,-9.94722850191249,1.31658651110696e-21,1.13869610674642e-20,37.8594324827379
"PTS",0.691093004650846,2.56692910383157,9.94585521324601,1.33215742643807e-21,1.151623252246e-20,37.8477942829239
"HNF4G",1.07886369025801,1.17919279106206,9.94484252143777,1.34375663520226e-21,1.1606121191383e-20,37.8392127555112
"PRR36",1.33409999961735,2.24289680678507,9.9448375620337,1.34381368521217e-21,1.1606121191383e-20,37.8391707311475
"NOC2L",0.781450097669702,4.07229248123731,9.94242711496057,1.37182831872934e-21,1.18425310359938e-20,37.8187471398159
"HCN3",0.804054855837838,1.28457718542504,9.94059272373331,1.39353542741789e-21,1.20242944644552e-20,37.8032067757424
"ENTPD6",0.802395979774137,4.17207335534244,9.93720672669736,1.43450201745844e-21,1.23719930893283e-20,37.7745270184498
"SH3D19",-0.720966593946549,3.3540349548236,-9.9364265120282,1.4441097660437e-21,1.24490359644739e-20,37.7679194924565
"LSM5",0.681172932696932,3.01513629617203,9.93622920009166,1.44654960720839e-21,1.24642443502011e-20,37.7662485439075
"THRA",-0.793440460939127,2.81937665691828,-9.93550700119274,1.45551480930676e-21,1.25356382829557e-20,37.760132756477
"IRX1",-1.27774977287416,0.841219722477598,-9.93379098900482,1.47703863890542e-21,1.27150764398167e-20,37.7456023293915
"TFAP2A",1.16400191231106,1.23220427031629,9.93277896358035,1.48988010154665e-21,1.28196399782335e-20,37.7370337778435
"ENTPD7",0.824273397864936,2.25670328621514,9.9266244507535,1.57039314901316e-21,1.35061131995314e-20,37.6849383953724
"ADAMTS14",0.898293534463846,1.08621144088316,9.9261136231305,1.5772665870493e-21,1.35589068023697e-20,37.6806154758128
"QDPR",-0.711938554630996,3.30034375059507,-9.92482105707648,1.59479227373112e-21,1.36968006823983e-20,37.6696777329435
"FKBPL",0.698514880226504,2.682322535073,9.92274975785493,1.6232802949355e-21,1.3934981331303e-20,37.6521524149661
"TBC1D4",-0.800347981797044,2.3138735392499,-9.92221404244742,1.63073015489491e-21,1.39924232081401e-20,37.6476201324842
"TARS",0.864372801917974,4.10466700375913,9.91906623033093,1.67519492498034e-21,1.43672691659867e-20,37.6209923638941
"NEK6",0.751557635716348,4.17899056151426,9.9145827395316,1.74061062849918e-21,1.49213684361306e-20,37.5830761996946
"SDHAF3",0.819704174870188,2.81832363373671,9.91341114857448,1.75811809415437e-21,1.50644508132652e-20,37.5731702358409
"SERTAD1",-0.990741954163027,3.68378790355873,-9.90959868932193,1.81630679109799e-21,1.55558160084381e-20,37.5409410834513
"ARMCX1",-0.955653606004198,2.71090402285574,-9.9092249795926,1.8221124212112e-21,1.55982969589347e-20,37.5377823474058
"CCDC34",0.918268857097063,1.94053966058832,9.90837458154025,1.83539215542089e-21,1.57046913187406e-20,37.5305947746806
"KLRF1",-0.808759324772874,0.838603305147899,-9.89983666312601,1.9741558880415e-21,1.68842039047704e-20,37.4584563447718
"ENOPH1",0.586023696555632,4.54210574263137,9.89805244311126,2.00444295636079e-21,1.71352936325041e-20,37.4433866931636
"DENND5A",-0.620082523860316,3.18716850507574,-9.89784379699769,2.00801467834988e-21,1.7157876232607e-20,37.4416245782799
"FOXO4",-0.743315318968442,2.67195394943993,-9.8972544355032,2.01813783663372e-21,1.7236392041768e-20,37.4366472841154
"GALNT13",-0.834491679317635,0.555234803420542,-9.89367069479402,2.08079277411842e-21,1.77550717377135e-20,37.4063862732061
"TMEM214",0.594941776064903,4.79803091502471,9.88988040087348,2.14915892362181e-21,1.83299509121476e-20,37.3743895605246
"SMARCA2",-0.905815173706441,3.53539046694843,-9.8896314565861,2.15372634832714e-21,1.83604175942417e-20,37.3722883384462
"FADD",0.62208834151313,2.80889684622723,9.88515878565019,2.2374471126345e-21,1.9065323017959e-20,37.3345429904055
"YTHDF1",0.599749085787395,4.6367227845616,9.88499286946283,2.24061410390097e-21,1.90834944546469e-20,37.3331430382049
"MMP12",2.43218244046753,2.96013132436071,9.88467268823699,2.24673826447735e-21,1.9126823951582e-20,37.3304414897587
"PXDC1",-1.03733836602274,3.90899158629177,-9.8834387302953,2.27049606728591e-21,1.9304002416521e-20,37.3200304738616
"KDF1",0.75645293683997,3.60539375621393,9.88342872125287,2.27068978988783e-21,1.9304002416521e-20,37.3199460304143
"XYLT2",0.674678313272275,3.21129433060286,9.88186388607142,2.30117931190881e-21,1.95541943556397e-20,37.3067447044936
"TNNI2",-1.22715171121085,1.37814780945425,-9.88157895568539,2.30677448274365e-21,1.95927143911854e-20,37.304341122345
"SCNM1",0.714023829009127,3.28362783460391,9.87636834350237,2.41150779607376e-21,2.04540210675718e-20,37.2603947012324
"POLB",0.866384679602965,2.82265889495185,9.87145999336058,2.51447416045696e-21,2.13175640221093e-20,37.2190125678287
"LIG1",0.725824864684728,2.49730060579491,9.87037183482571,2.53788530971646e-21,2.15061590232656e-20,37.2098403119326
"SF3B4",0.751509680287918,5.51422380577336,9.86306847381831,2.70070599059839e-21,2.28711419758989e-20,37.1482976848527
"ARHGAP40",1.48189660837926,1.63660260818001,9.86303642304237,2.70144288624695e-21,2.28711419758989e-20,37.1480276763308
"NOMO1",0.674239648765398,3.31581400371478,9.86247167772534,2.71445999430368e-21,2.29708064105111e-20,37.1432701384446
"VASH1",-0.852757291482301,2.30133321041784,-9.86233119008361,2.71770781753783e-21,2.29877459046024e-20,37.142086669839
"MTMR4",0.642065293294276,2.94228528639356,9.86132961928553,2.74097429453536e-21,2.31739201583814e-20,37.1336497783838
"DBN1",1.08599424376188,4.24403930075198,9.85832647010152,2.81192820133071e-21,2.3762918670705e-20,37.1083559106481
"DNAJC2",0.633219902603818,2.49244827763225,9.85323867338011,2.9363158440235e-21,2.480272650666e-20,37.0655166657374
"ADAM28",1.21890464370606,1.90790953298665,9.853038832501,2.94131142489357e-21,2.48335529365843e-20,37.0638343255576
"C2orf15",0.69201392145936,1.52695170725901,9.85165544024353,2.97612507744535e-21,2.51045063688669e-20,37.0521890412819
"DCAF12",0.739563620271773,4.42258286983967,9.84915313329824,3.04013798790097e-21,2.56327539308945e-20,37.0311277680742
"SAC3D1",0.8255922358981,2.71182953702614,9.84145633228687,3.24571812177063e-21,2.73535897260962e-20,36.9663695578434
"CXCL13",2.37081893625049,3.48932914579705,9.8406998447683,3.26665307838648e-21,2.7517450223778e-20,36.9600066726646
"FASTKD3",0.693941793604567,2.40813452480845,9.83394248939041,3.45969652291991e-21,2.91302973321892e-20,36.9031853388253
"PLXNB3",1.38921360478451,1.61854849195581,9.83338548693967,3.47610467044601e-21,2.9255099890688e-20,36.8985028453827
"DHCR24",-1.06649942476077,7.17927249958307,-9.8330562695287,3.48583900167681e-21,2.93236470145617e-20,36.8957353367949
"CILP2",1.34543844883338,1.47063954432613,9.83158552636969,3.52965727214705e-21,2.96652015291885e-20,36.8833725948429
"TRAF2",0.870278864989223,3.13407852830822,9.83113669029876,3.54313804132073e-21,2.97649410684357e-20,36.8796000394505
"RACGAP1",1.0974337467806,2.87825195417964,9.83007510060393,3.57522638337241e-21,3.0020835830885e-20,36.8706776559937
"FH",0.635072867940212,4.84980135957881,9.82845404684881,3.62478234940227e-21,3.04231049962571e-20,36.8570544433615
"SGCB",-0.824582164659462,2.88587345464675,-9.82721291366945,3.66318395597493e-21,3.07314313869147e-20,36.846625132631
"NDUFS2",0.622162430986982,4.82843920389688,9.82705801388759,3.66800490464357e-21,3.0757888400393e-20,36.8453235668424
"RGS14",0.843782868920169,2.80374359122604,9.82362804994146,3.77638273608652e-21,3.16379240305741e-20,36.8165065768465
"DBF4B",0.616656799410824,1.15292391370117,9.82225532517416,3.82064170752307e-21,3.19941889334479e-20,36.8049755724708
"ANKRD66",-0.729285508882154,0.350531373071795,-9.82180982409008,3.83511568398928e-21,3.21008231117215e-20,36.8012335716241
"GALE",0.979446697492587,4.20031825593242,9.81782151220398,3.96713925371773e-21,3.31757864698933e-20,36.7677389879186
"INCENP",0.916291004420583,2.50093680042176,9.81647617978563,4.01268210097914e-21,3.35124793101517e-20,36.7564428166272
"CDH3",2.00390772301759,3.51063790576658,9.81647123221321,4.01285054185414e-21,3.35124793101517e-20,36.7564012760433
"RUVBL1",0.732124543711817,3.09814207863009,9.8153312079452,4.05185039088521e-21,3.38075694305972e-20,36.7468298524871
"GALNT14",1.5967393015407,1.85653630704738,9.81395452400033,4.09944760389685e-21,3.41892447543802e-20,36.7352725330429
"FAR2",-0.899271310739516,1.35118069520092,-9.81382679116006,4.10389182471085e-21,3.42108433720134e-20,36.7342002689032
"SRD5A3",1.27713159289033,3.87302814323749,9.81311940883398,4.12859048219569e-21,3.44011911542665e-20,36.7282622676671
"COL13A1",-0.774786891253498,1.06070110926242,-9.81292530945634,4.13539330789422e-21,3.44423186203308e-20,36.7266329864785
"SCARF1",-0.998915268362863,2.23101588477768,-9.81170195205229,4.17852628386137e-21,3.47858541898351e-20,36.7163645821997
"RPGR",-0.601216240544732,1.27462378786909,-9.81054116688346,4.21986548869326e-21,3.51141536019004e-20,36.7066222272811
"CDKN2B",-1.32054231168746,2.71377468895088,-9.80441477072109,4.44485806257492e-21,3.69363700623343e-20,36.655217568864
"ZNF212",0.598383088920533,2.76560556365634,9.80394949735536,4.46242345397928e-21,3.70524673745679e-20,36.6513145397481
"PKDCC",-1.25253010452653,2.01653860868562,-9.80393832802829,4.46284597280409e-21,3.70524673745679e-20,36.651220845463
"FBXL3",-0.610817900763394,3.00680438108136,-9.80337980673243,4.48402466168121e-21,3.71948232727945e-20,36.6465357671411
"STRBP",0.627876501056747,2.37266577065942,9.80124319462879,4.56596724875291e-21,3.78575118224691e-20,36.6286148456226
"DHRS11",0.645225869111399,1.57840132422117,9.80071873084873,4.58630723611464e-21,3.80090727276922e-20,36.624216308947
"WDYHV1",0.733567633217924,2.7003336559137,9.79660241900817,4.749099266148e-21,3.93228829721267e-20,36.5896997237818
"C1orf21",-1.01084735201023,2.18198348148006,-9.79564744926011,4.78767788890818e-21,3.96245319401427e-20,36.5816934729764
"ZDHHC13",0.661116946401036,2.09350387219176,9.79547505855688,4.79467512398511e-21,3.96646487386894e-20,36.5802482474172
"MRPL12",1.11830152457711,4.34905424084194,9.7934933222963,4.87584463613927e-21,4.03180555121009e-20,36.5636357984195
"RECQL5",0.668180502879796,2.2335572878529,9.7891606419851,5.05808282326489e-21,4.17875109375686e-20,36.5273242486235
"BAK1",0.784665181159097,3.8834006474602,9.78885685431337,5.07111101173594e-21,4.18763903064031e-20,36.5247786784513
"CUL7",0.783677445040476,3.65745040928165,9.78748631201087,5.13030279808461e-21,4.23462308810134e-20,36.5132950025721
"AVEN",0.659567030044368,2.72780674740538,9.78371373876636,5.29679685346386e-21,4.36814073995088e-20,36.4816907954281
"CXCL16",-1.03394739384987,5.6554942847136,-9.78100266099553,5.41974222606479e-21,4.46753371699925e-20,36.4589844780501
"YIPF2",0.781916397139859,4.46134353294569,9.77876219968052,5.52347789018428e-21,4.5510102777186e-20,36.4402231375302
"RAB34",0.83485216182401,4.82217682769587,9.7764441710875,5.63287744240938e-21,4.63907692221287e-20,36.4208154817837
"TLCD2",-0.784558567900565,1.80042617711897,-9.77389237244358,5.75579558809225e-21,4.73608015205735e-20,36.3994543818875
"PSMA5",0.651120786894249,4.11048018267513,9.77241908988485,5.82796970872368e-21,4.79332970069257e-20,36.3871233471566
"TOM1L1",0.716218729309778,2.67850165401144,9.76421169415845,6.24677400898255e-21,5.13549406941667e-20,36.318453598579
"SH2B3",-0.833426390087591,2.92815925962729,-9.7631236200944,6.30449071837075e-21,5.18063451102466e-20,36.3093529749956
"THY1",1.36630863985437,3.61044109319719,9.75837968301995,6.56237335936937e-21,5.39014531316323e-20,36.2696832608488
"CXCL2",-1.95360703913098,4.24188892698178,-9.75778483550838,6.59543882165915e-21,5.41489343043917e-20,36.2647100021662
"VSIG2",-2.28337119526498,3.46977625303102,-9.75753774807484,6.60922204922205e-21,5.42379574573169e-20,36.2626442762911
"WDR45B",0.77826174283379,5.31798394498572,9.75379767919106,6.82137563430618e-21,5.59540852386307e-20,36.2313807253916
"KRT8",1.27097206001417,7.47871063795204,9.75056203786487,7.01035464789083e-21,5.74531419565927e-20,36.2043406292753
"NR2F6",0.902475141084979,4.38526023858105,9.74975685479979,7.05818274783406e-21,5.77937662370363e-20,36.1976127490608
"SEMA4C",0.849025594794052,3.47589749796568,9.7389330601586,7.73341618256009e-21,6.32385025424949e-20,36.1072107266249
"MCM8",0.762954403354049,1.56948655897964,9.7384818700266,7.76291295252279e-21,6.34515809251841e-20,36.103443873698
"MAGOHB",0.614737875544554,2.05170209426756,9.73784379817169,7.80481772881702e-21,6.37658447569603e-20,36.0981170134297
"ARHGAP30",-1.06043861617333,3.10556362049597,-9.73366810863116,8.08464337031645e-21,6.60227980945542e-20,36.0632629675059
"KCNJ15",-1.70066130145399,2.28658802601944,-9.73320967989671,8.11596365816519e-21,6.62492467105448e-20,36.0594371614759
"PDIK1L",0.697416617624543,2.38668823845759,9.72723674152259,8.53520521613379e-21,6.96406306179726e-20,36.0096019210586
"GTPBP3",0.657050013117748,2.15082127713043,9.72686893727565,8.56171212738172e-21,6.98260235746853e-20,36.006533859491
"ETV1",-1.19283083006016,2.26037093488748,-9.72570345539815,8.64624633509609e-21,7.0484291820527e-20,35.996812469272
"RGS22",-0.641245385968901,0.408884539340281,-9.72239135035809,8.89102265757884e-21,7.24314910976603e-20,35.9691904485516
"CLSPN",0.883713221085895,1.06017027231408,9.72236549723863,8.89296006809413e-21,7.24314910976603e-20,35.9689748673065
"HVCN1",-0.73556316431553,1.82207430972873,-9.71770878741117,9.24884602965495e-21,7.52532765173951e-20,35.9301506805476
"TSACC",0.637292610857745,0.692042218909308,9.71767281343082,9.25164956317499e-21,7.52532765173951e-20,35.9298508080305
"PLAGL1",-0.888726363471243,1.51922007696463,-9.71669734448033,9.32799208583023e-21,7.58073999997339e-20,35.9217197801873
"VDAC1",0.688828462041906,5.70800210142576,9.71600679606661,9.3824133158442e-21,7.61825531913265e-20,35.9159640624755
"CX3CR1",-1.0346873083502,1.17431591162399,-9.71504428323049,9.45879326943043e-21,7.67689477494292e-20,35.9079420110247
"DROSHA",0.756300508220055,3.19290172227519,9.71464747022352,9.49046144202841e-21,7.69920988049868e-20,35.9046349434648
"ABCC10",0.610996430861097,2.40607175461246,9.71314104132992,9.61164391195222e-21,7.79409261044811e-20,35.8920811391738
"CXCL12",-1.27608066639103,2.722878250432,-9.71219939577255,9.68817113925699e-21,7.85269688826946e-20,35.8842346567935
"RUNX2",0.859862206937286,1.57376069568476,9.71213844116433,9.69314566693666e-21,7.85327849203546e-20,35.8837267569956
"TEKT1",-1.36773600897148,0.835700096667273,-9.71208541591356,9.69747513658445e-21,7.85333719577304e-20,35.8832849298425
"FUBP1",0.620631814165596,4.13156967383203,9.71189789206935,9.712801695294e-21,7.86229774790626e-20,35.8817224215938
"NUDT22",0.65842002379968,2.91199194468562,9.71071596910685,9.80995597622718e-21,7.93745911620346e-20,35.8718747610266
"FOXF2",-1.11717058721639,2.01165557472795,-9.70688154875194,1.01318278810271e-20,8.19429902451502e-20,35.8399326730273
"CD300E",-0.855678828069624,1.02677845029279,-9.70611795686487,1.01971651681778e-20,8.24352773981347e-20,35.8335727591195
"UBAP2L",0.638810534914487,4.6936656778794,9.70561266530676,1.02406303080663e-20,8.27141628385319e-20,35.8293644111379
"SHC1",0.824260178052292,5.26478447644076,9.70523376800671,1.02733434910233e-20,8.29420747143972e-20,35.8262088474931
"RAB19",0.686560078581764,1.23534072210438,9.703603287333,1.04153020026881e-20,8.40513960391911e-20,35.8126307511147
"THSD4",-0.757433117930405,1.265797729428,-9.70333303728021,1.04390186094245e-20,8.42059533479069e-20,35.8103803571527
"BOLA3",0.711623570656188,2.32325291723661,9.70190614268111,1.05651305505542e-20,8.51859826908321e-20,35.7984992351973
"IQSEC1",-0.718131096203034,3.2761686945073,-9.69841229302284,1.08803377715958e-20,8.76891529971164e-20,35.7694127753755
"NXPE3",-0.718939196382437,1.62697750682523,-9.69571465539608,1.11300755472057e-20,8.96627221374896e-20,35.7469599533998
"EVI2B",-1.22370518305886,3.68827468211295,-9.69542183112427,1.11575237888892e-20,8.98446088421768e-20,35.7445230046269
"TNFRSF25",1.17133061001144,1.97076547641768,9.69254999181678,1.14303011997626e-20,9.1920748270802e-20,35.7206257144161
"GFRA1",-0.754051375454807,0.596441164134536,-9.68965660910745,1.17118102405001e-20,9.41435622295192e-20,35.6965542886366
"DLG5",0.87078702607933,2.34738570873855,9.6894931274902,1.17279196120145e-20,9.42319952101234e-20,35.695194361163
"CBX1",0.759097164532535,4.57478485319691,9.68850542443955,1.18257155889056e-20,9.49764045207359e-20,35.6869784692169
"DNAJC10",0.738048059257895,2.94504772120849,9.68821499615881,1.185462543683e-20,9.5167158424125e-20,35.6845627487029
"BDH1",0.795592804690882,1.67513172712854,9.68802667058374,1.18734092024929e-20,9.52764910689818e-20,35.6829963244772
"COA7",0.636697023742749,2.66904448811204,9.68297195321087,1.2388745361374e-20,9.92390683571985e-20,35.6409611672245
"IRF7",1.1095320324224,4.13901737010254,9.68222268637315,1.24669983156705e-20,9.98225629025561e-20,35.6347315843984
"SLC22A18AS",1.08676738953196,1.5026538830004,9.67913154029205,1.27950501570994e-20,1.02360401256795e-19,35.6090347167419
"BIK",1.34508169539857,2.71056447898082,9.67545961503671,1.31958744535949e-20,1.05475516429774e-19,35.5785174509533
"ADGRD1",-1.23629337217126,1.64923790394082,-9.67495912669072,1.32514626821799e-20,1.05873964296602e-19,35.5743585501599
"E2F5",0.763994571506831,1.78437658266155,9.67339614351552,1.3426558958086e-20,1.07226476042758e-19,35.5613716454952
"HCAR2",-1.45591484581047,1.82423497418148,-9.6733128363961,1.34359557192598e-20,1.07255089186026e-19,35.5606794847873
"STAC3",-0.711604713612146,1.69713431450983,-9.6593649263106,1.51047693601411e-20,1.20420391165032e-19,35.4448530445913
"CD81",-0.823539961892271,6.17287254497948,-9.65692924210262,1.54165733390102e-20,1.22800062589836e-19,35.4246389138278
"SDF2L1",1.0449106835182,4.72636945219218,9.65455480224943,1.57266772990722e-20,1.25216116881003e-19,35.4049365862648
"CYP24A1",2.66795724747494,2.66909759543071,9.65404072490566,1.57946263045591e-20,1.25702875783652e-19,35.4006713986919
"KLF15",-1.28752584370525,1.73175811464403,-9.65368759865515,1.58414698848351e-20,1.2602131799717e-19,35.3977416818093
"MOB3B",-0.807527949108189,1.68860539222861,-9.65281570432927,1.5957720759147e-20,1.26891393346872e-19,35.3905083282285
"PITX1",1.65730498697922,1.70104215978224,9.65113146073391,1.61846832482505e-20,1.28640687877521e-19,35.3765369448084
"CALU",0.930994246752459,5.77808910344926,9.65030751989202,1.62968772861883e-20,1.29476654683722e-19,35.3697027088669
"NOL6",0.698769748176114,3.68177705538199,9.6471811419271,1.67296460538283e-20,1.32857731554466e-19,35.3437745605217
"ADGRG1",1.24739353568772,4.19120956001025,9.6453775773241,1.69844663364422e-20,1.34823336908213e-19,35.3288197150094
"SORT1",-0.845504251960309,4.06781342375976,-9.6437920465327,1.721165707876e-20,1.36568021414609e-19,35.3156744291834
"RITA1",0.626134160231896,3.50671281463969,9.64303912282419,1.73205960025453e-20,1.37373325475046e-19,35.3094326492395
"PABPC4",0.613573273187884,4.70225446947436,9.6385746852199,1.79807322869533e-20,1.42547722058322e-19,35.2724294128801
"FASTK",0.823354459588417,4.28315729321937,9.63748498400808,1.8145612037596e-20,1.43793063088304e-19,35.263399358524
"SIGMAR1",0.731848107809389,4.70217888299337,9.63640731966676,1.83101444217995e-20,1.44972336606591e-19,35.2544697729811
"ZBTB41",0.677751405532451,2.45252149865262,9.63417007406628,1.8656452692624e-20,1.4765089629924e-19,35.2359341284928
"POLM",0.656904645697964,2.62304111267226,9.63344649605042,1.87698405569721e-20,1.48484570581055e-19,35.2299399266685
"CD244",-0.619469604939634,0.801189467162564,-9.630886751728,1.91764743663631e-20,1.51636347668524e-19,35.2087373174636
"CPXM1",1.39544733216411,2.35594232522668,9.6290212026061,1.94783202759362e-20,1.53825364918866e-19,35.1932873496669
"MANEAL",1.23100549194061,2.53958099779885,9.62804541817657,1.96380734435187e-20,1.54954310900784e-19,35.1852070282045
"ASGR1",-0.646177896266256,0.952623524411985,-9.62794048642814,1.96553297823542e-20,1.55024165807982e-19,35.1843381395753
"GINS4",0.800502309339315,1.02730640107745,9.62684161888849,1.98369472343149e-20,1.56322940016507e-19,35.1752393630714
"RAB26",0.980426295717936,1.04698764090772,9.62505139112341,2.01363998852387e-20,1.58614989360753e-19,35.1604176292511
"EIF3I",0.642926993766792,6.76619357172457,9.6241456312937,2.02896097531391e-20,1.59753615333295e-19,35.1529193782819
"HSDL2",-0.756202641983669,3.94364731815954,-9.62107613934619,2.08174605854021e-20,1.63839809248932e-19,35.1275126464233
"AK2",0.645792737376966,4.66544841726579,9.61911900971428,2.11611056225013e-20,1.6647338018077e-19,35.1113161839336
"COA1",0.586696581652214,2.31593923204057,9.61858559470697,2.12557371923097e-20,1.67146564247114e-19,35.1069022553709
"PRPS2",0.749060211819607,4.24452561551436,9.61545941086024,2.18188379024392e-20,1.7142841636465e-19,35.0810371027368
"SLC19A1",-0.673903806787706,1.99459938123077,-9.61266675313721,2.23343533702312e-20,1.75404065974468e-19,35.0579365746373
"BARD1",0.671919368824474,1.61869368445472,9.61047162854537,2.27480256933714e-20,1.78500883875506e-19,35.0397821639618
"ATF3",-1.56393620583437,3.56159734523481,-9.60636037193464,2.35433321732311e-20,1.84663006773711e-19,35.0057887467885
"SYNE1",-0.919501297774515,1.62708735183891,-9.60462765114243,2.38867198695623e-20,1.87276756546403e-19,34.9914651010431
"RFC5",0.742334230138148,2.60326136352589,9.60411607643812,2.39890488646067e-20,1.87919309322405e-19,34.9872364927993
"OSTM1",-0.660662772445968,2.90800114723237,-9.60063951675493,2.46960605740257e-20,1.93375605038041e-19,34.9585040182041
"UNG",0.77996687324695,3.93317777481861,9.60057033254821,2.47103378449542e-20,1.93405308682103e-19,34.9579323125875
"SLC1A4",0.89561331308867,2.80119792147934,9.59929916674606,2.49741243027225e-20,1.95387042042674e-19,34.9474285276574
"CELSR3",0.907539286861465,0.981542256432477,9.59815006259377,2.52149822043088e-20,1.97187787920767e-19,34.9379342153866
"IFNGR1",-0.883514366339824,5.54466352046805,-9.59750099501109,2.535204611543e-20,1.98175655397226e-19,34.9325717477686
"TEF",-1.00693278169533,2.79998531029469,-9.59502182453372,2.58824053529874e-20,2.02235753473914e-19,34.9120917419088
"PDIA3",0.884643895533011,7.15724373214258,9.59375941169524,2.61566794423176e-20,2.04205849492965e-19,34.9016646313723
"NAA25",0.616853210657362,1.96085261872387,9.59283054983746,2.63603235413593e-20,2.05708650038493e-19,34.8939931734789
"ARFGAP1",0.81795730539548,3.9117030756048,9.59028921587647,2.69255537673447e-20,2.10030704397453e-19,34.8730070700586
"FAM184A",-0.95012599279012,1.28282490940016,-9.58772488585001,2.75080743523137e-20,2.14483920393695e-19,34.8518351364613
"CST1",2.66460892451617,2.55350968564629,9.58533698448421,2.80617416637639e-20,2.18708496076518e-19,34.8321235309302
"MCM3",0.848683458726536,4.66946452504485,9.58334366528999,2.85323680682196e-20,2.22188740448508e-19,34.8156718308423
"SDC2",-1.1555772697391,3.45747012861599,-9.57663503882373,3.01745034459464e-20,2.34796683343469e-19,34.7603208796728
"MAP3K8",-0.876526767757162,2.68490504657912,-9.57662562602395,3.0176872084094e-20,2.34796683343469e-19,34.7602432370398
"SMIM22",1.56382393295083,4.21275762223979,9.57564134282432,3.04255771923369e-20,2.36631976409878e-19,34.7521245607957
"TBC1D9",-0.763429278303166,3.23524421908885,-9.57203516985783,3.13542533459022e-20,2.43751902960474e-19,34.7223848690887
"TICRR",0.599368000000247,0.659904529254932,9.5718388371461,3.14056124811442e-20,2.4404833152997e-19,34.7207659683264
"TMEM109",-0.668398045721151,5.64951453867251,-9.56908944528774,3.21336537302379e-20,2.49541412606738e-19,34.6980978281327
"TRAK2",-0.632525512908754,3.23460767298467,-9.56906743592745,3.21395488049442e-20,2.49541412606738e-19,34.6979163847213
"STX2",-0.702911173742715,2.41497185616409,-9.56661879152384,3.28021417069377e-20,2.54471787304284e-19,34.6777318398501
